Taxon	Mean	GeometricMean	Median	StandardDev
African_swine_fever_virus	0	0	0	0
Aspergillus_fumigatus	0	0	0	0
BK_virus_strain_AS	0	0	0	0
BK_virus_strain_GS	0	0	0	0
BK_virus_variant_RF	0	0	0	0
Bacillus_anthracis	0	0	0	0
Bacillus_cereus_group	76.0	76.0	76.0	0.0
Bacillus_thuringiensis	75.85714285714286	75.85633064766134	76.0	0.3779644730092272
Bartonella_bacilliformis	0	0	0	0
Bartonella_henselae	0	0	0	0
Bartonella_quintana	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0
Blastomyces_dermatitidis_ER-3	NaN	NaN	NaN	NaN
Bordetella	76.0	76.0	76.0	0.0
Bordetella_pertussis	0	0	0	0
Bordetella_petrii	60.0	57.82732917920385	60.0	22.627416997969522
Borreliaceae	NaN	NaN	NaN	NaN
Borreliella_afzelii	0	0	0	0
Borreliella_burgdorferi	0	0	0	0
Borreliella_garinii	0	0	0	0
Brucella	42.0	42.00000000000001	42.0	0.0
Brucella_abortus	0	0	0	0
Brucella_melitensis	0	0	0	0
Brucella_microti	0	0	0	0
Brucella_ovis	0	0	0	0
Brucella_suis	0	0	0	0
Burkholderia_cepacia	0	0	0	0
Burkholderia_mallei	0	0	0	0
Burkholderia_pseudomallei	49.5	49.07137658554119	49.5	9.192388155425117
Chlamydia_abortus	0	0	0	0
Chlamydia_caviae	0	0	0	0
Chlamydia_felis	0	0	0	0
Chlamydia_muridarum	0	0	0	0
Chlamydia_pecorum	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0
Chlamydia_psittaci	0	0	0	0
Chlamydia_trachomatis	0	0	0	0
Clostridium	74.97115384615384	74.8913559682912	76.0	3.22748130109488
Clostridium_aceticum	76.0	76.0	76.0	0.0
Clostridium_argentinense	76.0	76.0	76.0	0.0
Clostridium_bornimense	76.0	76.0	76.0	0.0
Clostridium_botulinum	76.0	76.0	76.0	0.0
Clostridium_botulinum_BKT015925	0	0	0	0
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0
Clostridium_butyricum	75.0	74.99333303701074	75.0	1.4142135623730951
Clostridium_cochlearium	NaN	NaN	NaN	NaN
Clostridium_formicaceticum	76.0	76.0	76.0	0.0
Clostridium_kluyveri	NaN	NaN	NaN	NaN
Clostridium_pasteurianum_BC1	NaN	NaN	NaN	NaN
Clostridium_perfringens	76.0	76.0	76.0	0.0
Clostridium_perfringens_F262	75.8	75.79893898085638	76.0	0.4472135954999579
Clostridium_sp._BNL1100	76.0	76.0	76.0	0.0
Clostridium_sp._SY8519	75.64285714285714	75.63940142501193	76.0	0.731020885058378
Clostridium_sporogenes	0	0	0	0
Clostridium_taeniosporum	76.0	76.0	76.0	0.0
Clostridium_tetani	0	0	0	0
Clostridium_tetani_12124569	62.5	61.02458520956944	62.5	19.091883092036785
Clostridium_tetani_E88	0	0	0	0
Clostridium_tyrobutyricum	76.0	76.0	76.0	0.0
Coccidioides_immitis	0	0	0	0
Coccidioides_posadasii	0	0	0	0
Corynebacterium_diphtheriae	0	0	0	0
Cowpox-Vaccinia_virus	0	0	0	0
Cowpox_virus	0	0	0	0
Coxiella_burnetii	NaN	NaN	NaN	NaN
Cryptococcus_neoformans	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_A4	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0	0	0	0
Enterobius_vermicularis	74.79310344827586	74.76832200143454	76.0	1.9342645399078244
Epstein-barr_virus_strain_ag876	0	0	0	0
Epstein-barr_virus_strain_p3hr-1	0	0	0	0
Escherichia_coli	74.82144386400617	74.66923758518233	76.0	4.226285129187242
Escherichia_coli_ATCC_25922	NaN	NaN	NaN	NaN
Escherichia_coli_ATCC_8739	76.0	76.0	76.0	0.0
Escherichia_coli_B7A	76.0	76.0	76.0	0.0
Escherichia_coli_CFT073	NaN	NaN	NaN	NaN
Escherichia_coli_ECC-1470	NaN	NaN	NaN	NaN
Escherichia_coli_ETEC_H10407	75.5	75.49834435270749	75.5	0.7071067811865476
Escherichia_coli_O111	0	0	0	0
Escherichia_coli_O127:H6	76.0	76.0	76.0	0.0
Escherichia_coli_O139:H28_str._E24377A	76.0	76.0	76.0	0.0
Escherichia_coli_O145:H28	74.5	74.48489779814429	74.5	2.1213203435596424
Escherichia_coli_O157:H16	76.0	76.0	76.0	0.0
Escherichia_coli_O157:H7	0	0	0	0
Escherichia_coli_O26	0	0	0	0
Escherichia_coli_O26:H11_str._11368	71.33333333333333	71.01328852642085	76.0	8.082903768654761
Escherichia_coli_O7:K1_str._CE10	71.5	71.25869139200478	74.0	6.60807586719967
Escherichia_coli_RS218	76.0	76.0	76.0	0.0
Escherichia_coli_SMS-3-5	76.0	76.0	76.0	0.0
Escherichia_coli_UMNF18	75.75	75.74875689280823	76.0	0.5
Escherichia_coli_UMNK88	76.0	76.0	76.0	0.0
Escherichia_coli_VR50	74.62790697674419	74.47028834846301	76.0	4.488202821015244
Escherichia_coli__BL21-Gold(DE3)pLysS_AG_	76.0	76.0	76.0	0.0
Fusobacterium	0	0	0	0
Fusobacterium_hwasookii	76.0	76.0	76.0	0.0
Fusobacterium_nucleatum	76.0	76.0	76.0	0.0
Fusobacterium_nucleatum_subsp._animalis	76.0	76.0	76.0	0.0
Fusobacterium_nucleatum_subsp._polymorphum	76.0	76.0	76.0	0.0
Haemophilus_influenzae	75.91666666666667	75.91615984250744	76.0	0.28867513459481287
Haemophilus_influenzae_2019	76.0	76.0	76.0	0.0
Haemophilus_influenzae_F3031	76.0	76.0	76.0	0.0
Haemophilus_influenzae_F3047	76.0	76.0	76.0	0.0
Haemophilus_influenzae_KR494	75.66666666666667	75.66519389665359	76.0	0.5773502691896257
Haemophilus_influenzae_PittEE	76.0	76.0	76.0	0.0
Haemophilus_influenzae_PittGG	76.0	76.0	76.0	0.0
Haemophilus_influenzae_Rd_KW20	0	0	0	0
Helicobacter_pylori	0	0	0	0
Hepatitis_B_virus	0	0	0	0
Hepatitis_E_virus	0	0	0	0
Hepatitis_delta_virus	0	0	0	0
Herpes_simplex_virus_unknown_type	0	0	0	0
Histoplasma_capsulatum	0	0	0	0
Human_adenovirus_1	0	0	0	0
Human_adenovirus_11	0	0	0	0
Human_adenovirus_11+34	0	0	0	0
Human_adenovirus_11a	0	0	0	0
Human_adenovirus_11p	0	0	0	0
Human_adenovirus_12	0	0	0	0
Human_adenovirus_14	0	0	0	0
Human_adenovirus_14a	0	0	0	0
Human_adenovirus_14p	0	0	0	0
Human_adenovirus_14p1	0	0	0	0
Human_adenovirus_15	0	0	0	0
Human_adenovirus_15/H9	0	0	0	0
Human_adenovirus_16	0	0	0	0
Human_adenovirus_16p	0	0	0	0
Human_adenovirus_17	0	0	0	0
Human_adenovirus_18	0	0	0	0
Human_adenovirus_19	0	0	0	0
Human_adenovirus_19C	0	0	0	0
Human_adenovirus_19a	0	0	0	0
Human_adenovirus_19p	0	0	0	0
Human_adenovirus_1_strain_Adenoid_71	0	0	0	0
Human_adenovirus_2	0	0	0	0
Human_adenovirus_20	0	0	0	0
Human_adenovirus_21	0	0	0	0
Human_adenovirus_21a	0	0	0	0
Human_adenovirus_22	0	0	0	0
Human_adenovirus_22H8	0	0	0	0
Human_adenovirus_23	0	0	0	0
Human_adenovirus_24	0	0	0	0
Human_adenovirus_25	0	0	0	0
Human_adenovirus_26	0	0	0	0
Human_adenovirus_27	0	0	0	0
Human_adenovirus_28	0	0	0	0
Human_adenovirus_29	0	0	0	0
Human_adenovirus_3+11p	0	0	0	0
Human_adenovirus_3+7	0	0	0	0
Human_adenovirus_30	0	0	0	0
Human_adenovirus_31	0	0	0	0
Human_adenovirus_32	0	0	0	0
Human_adenovirus_33	0	0	0	0
Human_adenovirus_34	0	0	0	0
Human_adenovirus_34a	0	0	0	0
Human_adenovirus_35	0	0	0	0
Human_adenovirus_35+11	0	0	0	0
Human_adenovirus_36	0	0	0	0
Human_adenovirus_38	0	0	0	0
Human_adenovirus_38H44	0	0	0	0
Human_adenovirus_39	0	0	0	0
Human_adenovirus_3p	0	0	0	0
Human_adenovirus_40	0	0	0	0
Human_adenovirus_41	0	0	0	0
Human_adenovirus_41_Wisconsin	0	0	0	0
Human_adenovirus_42	0	0	0	0
Human_adenovirus_43	0	0	0	0
Human_adenovirus_44	0	0	0	0
Human_adenovirus_45	0	0	0	0
Human_adenovirus_46	0	0	0	0
Human_adenovirus_47	0	0	0	0
Human_adenovirus_48	0	0	0	0
Human_adenovirus_49	0	0	0	0
Human_adenovirus_4a	0	0	0	0
Human_adenovirus_5	0	0	0	0
Human_adenovirus_50	0	0	0	0
Human_adenovirus_50_prototype_strain_Wan	0	0	0	0
Human_adenovirus_51	0	0	0	0
Human_adenovirus_52	0	0	0	0
Human_adenovirus_53	0	0	0	0
Human_adenovirus_54	0	0	0	0
Human_adenovirus_55	0	0	0	0
Human_adenovirus_56	0	0	0	0
Human_adenovirus_57	0	0	0	0
Human_adenovirus_58	0	0	0	0
Human_adenovirus_59_MSJ-2011	0	0	0	0
Human_adenovirus_6	0	0	0	0
Human_adenovirus_60a	0	0	0	0
Human_adenovirus_61	0	0	0	0
Human_adenovirus_62	0	0	0	0
Human_adenovirus_63	0	0	0	0
Human_adenovirus_64	0	0	0	0
Human_adenovirus_65	0	0	0	0
Human_adenovirus_66	0	0	0	0
Human_adenovirus_67	0	0	0	0
Human_adenovirus_68	0	0	0	0
Human_adenovirus_69	0	0	0	0
Human_adenovirus_7	0	0	0	0
Human_adenovirus_71	0	0	0	0
Human_adenovirus_7428	0	0	0	0
Human_adenovirus_7620	0	0	0	0
Human_adenovirus_7961	0	0	0	0
Human_adenovirus_7a	0	0	0	0
Human_adenovirus_7d	0	0	0	0
Human_adenovirus_7d2	0	0	0	0
Human_adenovirus_7h	0	0	0	0
Human_adenovirus_7l	0	0	0	0
Human_adenovirus_7m	0	0	0	0
Human_adenovirus_7p	0	0	0	0
Human_adenovirus_8E	0	0	0	0
Human_adenovirus_9042	0	0	0	0
Human_adenovirus_9052	0	0	0	0
Human_adenovirus_9431	0	0	0	0
Human_adenovirus_A02-2B-2	0	0	0	0
Human_adenovirus_A03-2B-1	0	0	0	0
Human_adenovirus_ATCC_VR-1501	0	0	0	0
Human_adenovirus_ATCC_VR-1502	0	0	0	0
Human_adenovirus_AdV/Berlin	0	0	0	0
Human_adenovirus_AdV/Berlin003/02/DE	0	0	0	0
Human_adenovirus_AdV/Berlin004/02/DE	0	0	0	0
Human_adenovirus_AdV/Berlin131/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin524/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin604/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin619/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin643/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin682/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin718/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin749/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin769/01/DE	0	0	0	0
Human_adenovirus_AdV/Berlin859/01/DE	0	0	0	0
Human_adenovirus_B1	0	0	0	0
Human_adenovirus_B2	0	0	0	0
Human_adenovirus_B3	0	0	0	0
Human_adenovirus_Chiba_E086/2012	0	0	0	0
Human_adenovirus_D10	0	0	0	0
Human_adenovirus_D13	0	0	0	0
Human_adenovirus_D15H9	0	0	0	0
Human_adenovirus_D17H29	0	0	0	0
Human_adenovirus_D19H30	0	0	0	0
Human_adenovirus_D30H44	0	0	0	0
Human_adenovirus_D37	0	0	0	0
Human_adenovirus_D37H13	0	0	0	0
Human_adenovirus_D37H17	0	0	0	0
Human_adenovirus_D46H13	0	0	0	0
Human_adenovirus_D8	0	0	0	0
Human_adenovirus_D9	0	0	0	0
Human_adenovirus_E4	0	0	0	0
Human_adenovirus_H02-2B-2	0	0	0	0
Human_adenovirus_H02-2B-3	0	0	0	0
Human_adenovirus_H03-2B-1	0	0	0	0
Human_adenovirus_H08-2B-2	0	0	0	0
Human_adenovirus_I02-2B-2	0	0	0	0
Human_adenovirus_I05-2B-2	0	0	0	0
Human_adenovirus_LZY153B	0	0	0	0
Human_adenovirus_MKJ/Chennai/2010	0	0	0	0
Human_adenovirus_RKI-2797/04	0	0	0	0
Human_adenovirus_S02-2B-1	0	0	0	0
Human_adenovirus_S03-2B-1	0	0	0	0
Human_adenovirus_S03-2B-2	0	0	0	0
Human_adenovirus_S03-2B-3	0	0	0	0
Human_adenovirus_S05-2B-2	0	0	0	0
Human_adenovirus_S06-2B-3	0	0	0	0
Human_adenovirus_S07-2B-2	0	0	0	0
Human_adenovirus_S08-2B-3	0	0	0	0
Human_adenovirus_S10-1-6	0	0	0	0
Human_adenovirus_isolate_MY7/1	0	0	0	0
Human_adenovirus_isolate_MY8/1	0	0	0	0
Human_adenovirus_isolate_SGH2289	0	0	0	0
Human_adenovirus_isolate_SGH5253	0	0	0	0
Human_adenovirus_type_35p	0	0	0	0
Human_hepatitis_A_virus	0	0	0	0
JC_polyomavirus	0	0	0	0
JC_virus_x_BK_virus	0	0	0	0
Klebsiella_oxytoca	65.0	64.99999999999999	65.0	0.0
Klebsiella_pneumoniae	76.0	75.99999999999993	76.0	0.0
Klebsiella_pneumoniae_RYC492	76.0	76.0	76.0	0.0
Klebsiella_pneumoniae_subsp._pneumoniae	64.0	63.99999999999998	64.0	0.0
Klebsiella_pneumoniae_subsp._pneumoniae_1158	NaN	NaN	NaN	NaN
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0	0	0	0
Legionella_pneumophila	0	0	0	0
Leptospira_alexanderi	0	0	0	0
Leptospira_alstonii	0	0	0	0
Leptospira_borgpetersenii	0	0	0	0
Leptospira_broomii	0	0	0	0
Leptospira_fainei	0	0	0	0
Leptospira_inadai	0	0	0	0
Leptospira_interrogans	0	0	0	0
Leptospira_kirschneri	0	0	0	0
Leptospira_kmetyi	0	0	0	0
Leptospira_licerasiae	0	0	0	0
Leptospira_noguchii	0	0	0	0
Leptospira_santarosai	0	0	0	0
Leptospira_weilii	0	0	0	0
Leptospira_wolffii	0	0	0	0
Methanobrevibacter_oralis	0	0	0	0
Moraxella_catarrhalis	0	0	0	0
Mycobacterium_avium	76.0	76.0	76.0	0.0
Mycobacterium_canettii	0	0	0	0
Mycobacterium_colombiense	0	0	0	0
Mycobacterium_intracellulare	0	0	0	0
Mycobacterium_kansasii	0	0	0	0
Mycobacterium_leprae	0	0	0	0
Mycobacterium_tuberculosis_complex	0	0	0	0
Mycoplasma_pneumoniae	NaN	NaN	NaN	NaN
Neisseria	75.5	75.4949886470143	76.0	1.0
Neisseria_elongata_subsp._glycolytica_ATCC_29315	76.0	76.0	76.0	0.0
Neisseria_gonorrhoeae	72.5	72.2781868356536	75.5	6.3508529610858835
Neisseria_lactamica	74.0	74.00000000000003	74.0	0.0
Neisseria_meningitidis	74.875	74.85559680057487	76.0	1.807721533549109
Neisseria_meningitidis_M0579	76.0	76.0	76.0	0.0
Parvimonas_micra	75.5	75.49834435270749	75.5	0.7071067811865476
Peptostreptococcus_anaerobius	0	0	0	0
Plasmodium_falciparum	0	0	0	0
Plasmodium_vivax	0	0	0	0
Plasmodium_vivax_Sal-1	75.5	75.49834435270749	75.5	0.7071067811865476
Pneumocystis_carinii	0	0	0	0
Pneumocystis_jirovecii	0	0	0	0
Porphyromonas_gingivalis	73.55555555555556	73.39699996560773	76.0	4.876246279442596
Porphyromonas_gingivalis_A7A1-28	76.0	76.0	76.0	0.0
Porphyromonas_gingivalis_JCVI_SC001	76.0	76.0	76.0	0.0
Porphyromonas_gingivalis_W83	76.0	76.0	76.0	0.0
Rickettsia_africae	0	0	0	0
Rickettsia_akari	0	0	0	0
Rickettsia_conorii	0	0	0	0
Rickettsia_felis	0	0	0	0
Rickettsia_japonica	0	0	0	0
Rickettsia_prowazekii	0	0	0	0
Rickettsia_rickettsii	0	0	0	0
Rickettsia_sibirica	0	0	0	0
Rickettsia_typhi	0	0	0	0
Salmonella_enterica_subsp._enterica	75.83333333333333	75.83241217412026	76.0	0.408248290463863
